dedo1,dedo2,dedo3,dedo4,dedo5,posicion_mano,movimiento,letra
999,999,104,18,0,38.69,False,l
58,91,118,86,103,-75.29,False,s
999,988,105,0,7,-49.4,False,l
0,0,0,28,999,17.11,False,i
972,23,0,0,0,-9.04,True,a
984,999,996,102,78,66.11,False,k
16,999,983,90,4,47.37,False,u
175,363,375,347,66,66.29,False,m
28,18,30,36,978,34.3,False,j
999,83,994,999,995,-82.92,False,f
120,990,999,972,996,-34.18,False,ñ
10,978,970,220,80,17.76,False,v
999,985,104,68,29,26.3,False,q
124,975,994,999,973,-14.5,True,ñ
970,999,82,72,1,44.65,False,q
16,0,3,4,999,87.97,False,i
41,117,126,71,79,-6.79,True,s
76,76,91,124,102,4.21,False,s
43,991,983,995,30,75.37,True,w
987,988,52,0,18,5.37,False,g
0,570,5,4,0,-71.21,False,x
999,999,576,0,0,-78.79,False,p
73,999,999,980,73,-66.48,True,w
49,999,999,68,0,75.41,False,r
0,999,982,989,999,44.37,True,b
991,987,578,4,0,-68.15,False,p
38,120,94,90,81,-27.09,True,s
999,27,0,21,999,-23.09,False,y
0,0,0,25,999,71.02,True,i
999,10,0,0,0,22.19,False,a
999,999,971,125,59,32.04,False,k
990,999,606,21,11,0.21,False,p
999,126,991,999,984,-62.66,True,f
0,0,0,37,993,26.4,True,j
999,981,62,0,2,-23.54,False,g
120,376,373,339,47,-83.4,True,m
125,347,372,48,0,-70.39,False,n
979,999,103,27,28,-8.98,False,q
999,999,93,29,27,21.0,True,l
79,999,125,78,0,4.06,False,z
980,999,977,84,59,77.69,False,k
62,999,999,995,30,-33.98,False,w
26,37,66,60,68,35.23,False,e
31,999,969,999,23,-59.88,True,w
52,999,0,12,13,-40.69,False,d
155,377,372,353,55,67.22,True,m
622,570,585,630,608,28.28,False,c
986,999,575,4,0,-0.55,False,p
999,980,76,0,0,57.87,False,l
999,995,973,39,0,82.63,False,h
999,999,630,21,0,81.5,False,p
0,26,44,64,23,-26.96,False,e
10,972,999,73,0,63.41,False,u
999,4,2,28,0,76.73,False,a
0,578,3,15,0,-16.64,False,x
595,586,609,602,578,36.45,False,c
55,986,18,8,1,-28.66,True,d
30,12,9,61,993,-45.65,True,j
376,401,380,379,378,-19.64,True,o
29,994,3,20,10,-0.71,False,d
