dedo1,dedo2,dedo3,dedo4,dedo5,posicion_mano,movimiento,letra
999,497,504,738,830,0.63,False,y
999,529,497,725,813,0.64,False,y
999,522,494,724,824,0.62,False,y
999,505,501,727,823,0.62,False,y
999,480,508,737,836,0.63,False,y
999,480,506,733,814,0.65,False,y
999,479,511,734,787,0.62,False,y
999,477,506,726,819,0.64,False,y
999,467,499,723,816,0.61,False,y
999,454,506,732,811,0.63,False,y
999,456,497,731,821,0.62,False,y
999,473,499,734,827,0.63,False,y
122,882,23,61,219,1.65,True,z
128,876,6,58,228,2.15,False,z
128,883,9,54,192,1.73,False,z
117,963,32,52,166,1.22,False,z
117,867,32,56,162,0.98,False,z
130,935,9,55,228,1.66,False,z
130,928,23,52,165,0.94,False,z
129,943,6,56,159,0.58,False,z
120,936,6,54,211,0.77,False,z
109,856,0,46,209,1.65,False,z
122,858,0,47,192,1.12,True,z
100,818,0,49,204,0.70,False,z
98,797,0,48,222,1.72,True,z
96,871,0,56,215,2.17,False,z
104,832,2,56,163,1.18,True,z
111,826,2,57,153,0.31,False,z
107,820,13,62,191,1.44,True,z
115,868,0,58,212,1.84,False,z
132,868,6,59,166,1.13,True,z
123,866,13,62,162,-0.01,False,z
124,878,0,61,162,0.93,True,z
134,833,0,57,193,1.67,False,z
114,865,6,52,162,0.85,False,z
125,835,23,57,166,1.09,True,z
151,808,13,55,167,2.00,False,z
146,825,23,50,156,1.78,True,z
135,818,16,50,159,0.95,False,z
138,803,13,55,159,0.68,True,z
138,798,9,54,167,1.48,False,z
124,815,13,52,156,1.05,True,z
